企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,2024资产总收入,2024负债总数,2024资产负债率,实际授信额度,实际授信额度区间
汇通能源集团有限公司009272,9.136341e+017,,0,国家级,1,7,,565656,16633219,13397121,0.8054,26330,"(24530.0, 27972.0]"
创元电子有限公司009273,9.132463009960493e+017,0,0,市级,7,4,,-2323432,35632887,5768430,0.1619,13800,"(11047.0, 14492.0]"
盛世网络有限公司009274,9.13871561634e+017,1,1,市级,4,5,4,676767,29471768,25780024,0.8747,29970,"(27972.0, 31390.0]"
华信网络有限公司009275,9.135211655827160e+017,0,1,,1,5,1,565,21019283,16869058,0.8026,13180,"(11047.0, 14492.0]"
启明化工股份有限公司009276,9.1321e+017,1,1,县级,4,,3,-3434545,28689838,20628702,0.719,15840,"(14492.0, 17830.0]"
博雅机械集团有限公司009277,9.1367601153584e+017,0,0,,1,5,6,-2323432,41220044,5299679,0.1286,4510,"(3620.0, 7318.0]"
博雅贸易有限公司009278,9.133573132e+017,0,1,省级,5,7,4,565,41599423,38293268,0.9205,23350,"(21190.0, 24530.0]"
启明建设集团有限公司009279,9.13720183336e+017,0,1,国家级,6,4,5,676767,20765718,2908347,0.1401,14280,"(11047.0, 14492.0]"
永泰装备集团有限公司009280,9.1371342500e+017,1,1,市级,,2,5,-3434545,46095266,15705586,0.3407,28950,"(27972.0, 31390.0]"
远航材料有限责任公司009281,9.135646589875723e+017,,0,市级,7,5,6,6767,39734269,27630841,0.6954,32490,"(31390.0, 35000.0]"
鼎盛智能有限责任公司009282,9.13870530e+017,1,0,,3,6,7,565656,13935687,8716523,0.6255,1180,"(49.999, 3620.0]"
汇通智能有限公司009283,9.1379e+017,0,0,省级,2,6,2,676767,4765558,4290137,0.9002,25410,"(24530.0, 27972.0]"
华信能源有限责任公司009284,9.13202e+017,,1,市级,3,7,7,676767,45869994,20692413,0.4511,8690,"(7318.0, 11047.0]"
嘉禾网络有限责任公司009285,9.13636330041e+017,1,0,省级,4,4,3,565,8884021,2212459,0.249,12910,"(11047.0, 14492.0]"
华泰贸易集团有限公司009286,9.133975264e+017,0,1,国家级,,2,4,565,40828606,9836700,0.2409,31390,"(27972.0, 31390.0]"
华信科技有限责任公司009287,9.13724996e+017,0,1,国家级,5,6,1,-3434545,4263912,361467,0.0848,33170,"(31390.0, 35000.0]"
金鼎化工股份有限公司009288,9.139036264942126e+017,0,1,,3,5,5,565656,17546267,15407554,0.8781,18650,"(17830.0, 21190.0]"
盛世网络集团有限公司009289,9.136675091368892e+017,0,1,,,,,-2323432,28923387,16383015,0.5664,9220,"(7318.0, 11047.0]"
远航物流有限公司009290,9.1346e+017,0,,国家级,3,5,3,6767,33657083,4859799,0.1444,14960,"(14492.0, 17830.0]"
华泰电子有限公司009291,9.1307706098819804e+017,1,1,县级,5,7,,-3434545,36784357,13374056,0.3636,1500,"(49.999, 3620.0]"
永泰电子股份有限公司009292,9.13596e+017,1,0,县级,2,4,,-3434545,3742112,1489497,0.398,33480,"(31390.0, 35000.0]"
华泰食品有限公司009293,9.1373805105e+017,0,0,省级,2,5,5,6767,22438869,9591120,0.4274,13460,"(11047.0, 14492.0]"
启明科技股份有限公司009294,9.139470048563020e+017,0,0,县级,,7,2,-2323432,36825335,14964403,0.4064,31100,"(27972.0, 31390.0]"
星河医药股份有限公司009295,9.135243394640328e+017,1,,县级,1,1,5,5656,8585667,4297858,0.5006,27710,"(24530.0, 27972.0]"
天成物流股份有限公司009296,9.13680027e+017,1,1,,6,5,5,676767,22193236,15144391,0.6824,17130,"(14492.0, 17830.0]"
鼎盛机械有限责任公司009297,9.137166e+017,,0,省级,3,6,1,565656,34618256,17896063,0.517,18990,"(17830.0, 21190.0]"
嘉禾化工集团有限公司009298,9.1398319847032075e+017,0,1,,1,4,6,5656,19975137,2223762,0.1113,23020,"(21190.0, 24530.0]"
宏达建设集团有限公司009299,9.1313520823790e+017,1,1,市级,6,7,1,-3434545,34073639,3353451,0.0984,11590,"(11047.0, 14492.0]"
瑞丰网络集团有限公司009300,9.1349e+017,1,1,国家级,1,7,7,343434,19283007,10846454,0.5625,9880,"(7318.0, 11047.0]"
博雅材料有限责任公司009301,9.1338504570e+017,1,0,国家级,,4,5,676767,28314701,5648815,0.1995,34510,"(31390.0, 35000.0]"
瑞丰机械有限责任公司009302,9.13113044626967e+017,1,0,国家级,5,4,1,565656,14738250,9346942,0.6342,18040,"(17830.0, 21190.0]"
星河材料有限责任公司009303,9.1330076471054e+017,0,0,,5,2,3,343434,26113477,8564516,0.328,13350,"(11047.0, 14492.0]"
永泰科技有限公司009304,9.1391304072496368e+017,0,1,,,3,1,6767,18481975,12052263,0.6521,1450,"(49.999, 3620.0]"
华信能源集团有限公司009305,9.1366199840448463e+017,1,,,2,1,4,565656,10053636,1065738,0.106,14080,"(11047.0, 14492.0]"
博雅网络股份有限公司009306,9.13001718e+017,0,1,县级,2,2,5,-2323432,37312940,35135132,0.9416,20800,"(17830.0, 21190.0]"
金鼎食品有限责任公司009307,9.13107144765e+017,0,0,国家级,,3,4,-2323432,9074583,3240379,0.3571,27820,"(24530.0, 27972.0]"
启明材料股份有限公司009308,9.1341286976e+017,0,1,省级,1,4,7,-2323432,16294866,2717637,0.1668,15140,"(14492.0, 17830.0]"
中原纺织有限公司009309,9.1363952907780e+017,0,1,国家级,3,4,3,565656,38786926,7349333,0.1895,33710,"(31390.0, 35000.0]"
盛世贸易有限公司009310,9.135067e+017,,1,市级,5,2,6,-3434545,41181063,6629103,0.161,14080,"(11047.0, 14492.0]"
天成机械股份有限公司009311,9.1310918e+017,0,0,,1,7,,343434,17706844,5926207,0.3347,7230,"(3620.0, 7318.0]"
瑞丰纺织集团有限公司009312,9.1336e+017,1,0,市级,7,4,2,-3434545,8936040,5220909,0.5843,19180,"(17830.0, 21190.0]"
嘉禾装备有限责任公司009313,9.1321602e+017,0,0,省级,2,3,1,5656,45717452,16654801,0.3643,15540,"(14492.0, 17830.0]"
远航生物股份有限公司009314,9.1339491e+017,,0,国家级,4,4,2,565,7197877,2032029,0.2823,11160,"(11047.0, 14492.0]"
嘉禾环保有限责任公司009315,9.131458e+017,1,0,国家级,6,1,,5656,49106903,19487457,0.3968,31260,"(27972.0, 31390.0]"
中原医药集团有限公司009316,9.1368473640397874e+017,0,0,省级,1,5,4,-2323432,23593810,2370228,0.1005,16990,"(14492.0, 17830.0]"
金鼎电子有限公司009317,9.130620e+017,1,1,县级,2,4,3,565656,25745982,11589495,0.4501,29310,"(27972.0, 31390.0]"
联创信息有限责任公司009318,9.135343449258e+017,0,1,,5,6,4,565,1389599,623209,0.4485,5360,"(3620.0, 7318.0]"
联创物流有限公司009319,9.1358214849e+017,1,1,县级,7,1,6,5656,34946487,9434124,0.27,19750,"(17830.0, 21190.0]"
博雅信息股份有限公司009320,9.1340009024e+017,1,1,国家级,4,7,3,565656,34194188,21175596,0.6193,13130,"(11047.0, 14492.0]"
鼎盛智能集团有限公司009321,9.138302254828445e+017,0,1,国家级,2,2,3,6767,3768723,2999086,0.7958,17810,"(14492.0, 17830.0]"
鼎盛化工集团有限公司009322,9.1300e+017,1,0,,1,3,3,343434,9983688,8147025,0.816,21890,"(21190.0, 24530.0]"
星河环保有限责任公司009323,9.13186028068e+017,,1,国家级,4,1,7,565656,34771315,4044649,0.1163,16240,"(14492.0, 17830.0]"
宏达环保集团有限公司009324,9.1365e+017,0,1,省级,,2,5,5656,26167979,17997205,0.6878,23430,"(21190.0, 24530.0]"
汇通食品有限公司009325,9.1309e+017,0,0,,1,7,,565656,27653628,18426584,0.6663,32260,"(31390.0, 35000.0]"
创元科技集团有限公司009326,9.136249e+017,0,0,国家级,7,,3,-3434545,1707258,1226146,0.7182,19340,"(17830.0, 21190.0]"
永泰贸易股份有限公司009327,9.135477e+017,1,0,市级,6,4,1,565,4063182,1986348,0.4889,5260,"(3620.0, 7318.0]"
鼎盛食品有限责任公司009328,9.1313012066e+017,1,1,,6,,6,-2323432,7700785,3323453,0.4316,13020,"(11047.0, 14492.0]"
博雅物流集团有限公司009329,9.13066e+017,0,1,市级,2,6,7,-2323432,34723480,12543986,0.3613,23480,"(21190.0, 24530.0]"
汇通化工股份有限公司009330,9.1331e+017,,0,,2,5,3,-2323432,38934957,29687980,0.7625,14770,"(14492.0, 17830.0]"
瑞丰化工有限责任公司009331,9.1362323754158015e+017,0,0,省级,,2,4,-2323432,18095752,5793155,0.3201,4810,"(3620.0, 7318.0]"
华泰纺织有限公司009332,9.13062e+017,0,1,县级,4,5,6,565656,16268557,4702163,0.289,22800,"(21190.0, 24530.0]"
博雅医药有限责任公司009333,9.13296882200244e+017,,1,国家级,3,3,7,343434,5786708,4722951,0.8162,30220,"(27972.0, 31390.0]"
华泰材料有限公司009334,9.13211228112835e+017,,1,国家级,4,4,3,676767,30708143,14943866,0.4866,2930,"(49.999, 3620.0]"
嘉禾信息股份有限公司009335,9.133445992e+017,1,0,省级,,1,3,-2323432,22447200,5219595,0.2325,16290,"(14492.0, 17830.0]"
汇通智能股份有限公司009336,9.13921299793e+017,1,1,市级,2,,5,-3434545,27053005,22842700,0.8444,17900,"(17830.0, 21190.0]"
创元机械有限公司009337,9.1305890170630e+017,1,0,,3,5,5,676767,15564785,12963907,0.8329,21190,"(17830.0, 21190.0]"
永泰物流有限责任公司009338,9.13544348262801e+017,1,0,市级,1,6,7,6767,23994509,4598049,0.1916,5370,"(3620.0, 7318.0]"
天成材料股份有限公司009339,9.1311e+017,0,0,省级,5,2,6,565656,38599102,15336235,0.3973,26170,"(24530.0, 27972.0]"
联创材料有限公司009340,9.130182745388e+017,,0,市级,7,6,3,-3434545,40531773,4118861,0.1016,26070,"(24530.0, 27972.0]"
华信物流有限公司009341,9.13039e+017,0,1,市级,6,4,,565,31371739,15181619,0.4839,14780,"(14492.0, 17830.0]"
金鼎物流有限责任公司009342,9.1380535644504581e+017,1,0,县级,,4,4,-3434545,9189267,4835827,0.5262,21680,"(21190.0, 24530.0]"
中原能源股份有限公司009343,9.13426840858859e+017,1,,市级,5,4,2,343434,32136211,14618440,0.4549,21450,"(21190.0, 24530.0]"
瑞丰机械有限公司009344,9.138084e+017,1,0,国家级,1,6,5,565656,33832543,22693991,0.6708,13250,"(11047.0, 14492.0]"
嘉禾装备有限公司009345,9.132275300951952e+017,0,1,省级,,6,5,676767,44612286,17448145,0.3911,14680,"(14492.0, 17830.0]"
创元装备有限公司009346,9.133596059821654e+017,0,1,省级,5,4,2,-3434545,44192090,20070685,0.4542,11410,"(11047.0, 14492.0]"
汇通电子有限公司009347,9.1380605352759367e+017,0,0,国家级,7,,4,-3434545,6829651,3254456,0.4765,11100,"(11047.0, 14492.0]"
汇通贸易有限公司009348,9.138442296300e+017,0,0,县级,4,2,4,5656,23427314,10420442,0.4448,16080,"(14492.0, 17830.0]"
永泰纺织有限公司009349,9.1327430236e+017,1,1,市级,7,7,4,-3434545,17054463,2787903,0.1635,33520,"(31390.0, 35000.0]"
星河网络有限公司009350,9.1348e+017,0,0,国家级,6,3,1,5656,342695,315738,0.9213,21000,"(17830.0, 21190.0]"
天成科技有限公司009351,9.139991116768e+017,1,1,国家级,7,5,2,676767,38333761,16440880,0.4289,13120,"(11047.0, 14492.0]"
启明生物股份有限公司009352,9.1382578e+017,0,1,县级,1,4,6,6767,48453838,23841163,0.492,17820,"(14492.0, 17830.0]"
联创生物集团有限公司009353,9.135779e+017,0,0,,2,7,7,565,31377458,19536071,0.6226,1130,"(49.999, 3620.0]"
瑞丰纺织有限责任公司009354,9.138653379e+017,1,1,市级,7,6,,676767,39257958,18173144,0.4629,10500,"(7318.0, 11047.0]"
瑞丰化工集团有限公司009355,9.1366848e+017,0,0,省级,2,3,7,5656,19848016,12692398,0.6395,4280,"(3620.0, 7318.0]"
远航化工股份有限公司009356,9.1314911e+017,0,0,国家级,7,7,1,5656,1168345,916488,0.7844,32230,"(31390.0, 35000.0]"
鼎盛生物有限责任公司009357,9.138971270e+017,0,0,县级,2,,7,565,6867610,3245209,0.4725,22280,"(21190.0, 24530.0]"
盛世机械股份有限公司009358,9.1398445803453805e+017,0,1,,4,1,4,5656,45232325,36603491,0.8092,5950,"(3620.0, 7318.0]"
鼎盛化工有限责任公司009359,9.13689e+017,1,1,县级,5,3,2,565,31855412,22604442,0.7096,22920,"(21190.0, 24530.0]"
星河建设股份有限公司009360,9.1363602153392e+017,0,0,国家级,2,,5,6767,39685565,31085041,0.7833,3140,"(49.999, 3620.0]"
汇通生物股份有限公司009361,9.131807e+017,0,1,省级,7,1,4,565656,24615422,19795272,0.8042,14430,"(11047.0, 14492.0]"
金鼎智能股份有限公司009362,9.13279e+017,0,,县级,,5,4,5656,24662284,11341288,0.4599,2850,"(49.999, 3620.0]"
永泰环保有限公司009363,9.1334343824275924e+017,1,1,国家级,5,6,1,6767,16115385,15174094,0.9416,19150,"(17830.0, 21190.0]"
启明科技集团有限公司009364,9.1318750371e+017,0,0,,3,2,5,343434,43560084,18594550,0.4269,25170,"(24530.0, 27972.0]"
创元材料有限责任公司009365,9.13387779e+017,0,1,市级,5,3,3,343434,33771589,27968289,0.8282,6860,"(3620.0, 7318.0]"
金鼎网络股份有限公司009366,9.135495803429234e+017,1,1,,2,2,6,343434,21542300,10168715,0.472,5190,"(3620.0, 7318.0]"
金鼎信息有限责任公司009367,9.1358e+017,0,1,国家级,2,1,,6767,39785693,12293054,0.309,11820,"(11047.0, 14492.0]"
博雅物流股份有限公司009368,9.1316e+017,1,1,国家级,5,1,2,343434,29097852,8408609,0.289,31560,"(31390.0, 35000.0]"
华泰医药集团有限公司009369,9.134916e+017,0,0,市级,3,,3,-3434545,45411714,4487968,0.0988,26760,"(24530.0, 27972.0]"
星河化工集团有限公司009370,9.1353233955e+017,0,,县级,4,6,1,565,31815360,8198831,0.2577,7800,"(7318.0, 11047.0]"
金鼎生物有限公司009371,9.133596558171e+017,1,1,省级,1,6,,6767,15857539,1719725,0.1084,29260,"(27972.0, 31390.0]"
启明科技集团有限公司009372,9.13093630e+017,1,1,省级,,3,7,-3434545,782346,209725,0.2681,28210,"(27972.0, 31390.0]"
星河生物有限公司009373,9.1369e+017,0,1,市级,7,3,3,565,16721181,15580006,0.9318,2920,"(49.999, 3620.0]"
永泰网络股份有限公司009374,9.138712313645346e+017,1,1,,1,3,1,-3434545,36891165,27865396,0.7553,30790,"(27972.0, 31390.0]"
盛世电子股份有限公司009375,9.13119290222e+017,1,0,省级,7,,2,5656,45812112,15883508,0.3467,26150,"(24530.0, 27972.0]"
天成生物有限公司009376,9.137464e+017,,0,国家级,2,2,,676767,40024268,27146312,0.6782,21280,"(21190.0, 24530.0]"
宏达网络股份有限公司009377,9.1380773e+017,1,1,市级,,,3,-3434545,5866647,3146506,0.5363,18050,"(17830.0, 21190.0]"
天成智能集团有限公司009378,9.13760e+017,0,,省级,1,2,2,676767,22120216,15064824,0.681,14550,"(14492.0, 17830.0]"
联创物流股份有限公司009379,9.1327014133856477e+017,,1,国家级,5,1,2,-3434545,31516763,14021879,0.4449,24450,"(21190.0, 24530.0]"
远航机械有限公司009380,9.138951878536926e+017,0,1,省级,7,2,,676767,13188203,6329826,0.48,4850,"(3620.0, 7318.0]"
金鼎贸易股份有限公司009381,9.1380412242e+017,0,0,国家级,7,,2,676767,15855321,3160346,0.1993,11250,"(11047.0, 14492.0]"
金鼎材料集团有限公司009382,9.13694768843612e+017,0,0,国家级,2,3,6,5656,27849717,6831167,0.2453,26430,"(24530.0, 27972.0]"
鼎盛医药股份有限公司009383,9.1385922896841688e+017,0,0,市级,6,7,5,-3434545,31962265,21809462,0.6824,23620,"(21190.0, 24530.0]"
金鼎化工股份有限公司009384,9.13980e+017,,0,省级,1,6,4,-2323432,44201626,11994903,0.2714,11690,"(11047.0, 14492.0]"
汇通信息有限公司009385,9.136734e+017,0,0,国家级,,7,6,5656,25362815,8248146,0.3252,20750,"(17830.0, 21190.0]"
嘉禾装备有限公司009386,9.1303001472386e+017,0,0,市级,2,3,1,343434,24826424,2752724,0.1109,13270,"(11047.0, 14492.0]"
中原电子有限责任公司009387,9.1315390827346e+017,1,1,国家级,6,3,2,343434,12928183,7963077,0.6159,1820,"(49.999, 3620.0]"
创元纺织股份有限公司009388,9.1387e+017,1,0,省级,2,1,4,565656,26004215,17003950,0.6539,15450,"(14492.0, 17830.0]"
星河食品集团有限公司009389,9.13787854e+017,0,1,省级,6,7,,343434,4287015,1183002,0.276,5090,"(3620.0, 7318.0]"
星河能源有限责任公司009390,9.135405e+017,0,1,县级,1,5,6,565,18068727,5069682,0.2806,16780,"(14492.0, 17830.0]"
创元纺织有限责任公司009391,9.131388213757843e+017,1,0,县级,1,1,1,-2323432,22198439,5910635,0.2663,9310,"(7318.0, 11047.0]"
中原装备股份有限公司009392,9.136680298125195e+017,0,0,省级,7,5,4,565656,39430512,1998097,0.0507,14100,"(11047.0, 14492.0]"
宏达贸易有限公司009393,9.13491097e+017,,0,县级,,4,4,343434,285819,213953,0.7486,25780,"(24530.0, 27972.0]"
中原环保集团有限公司009394,9.131260079e+017,1,0,市级,5,1,,565,36201833,22727862,0.6278,33280,"(31390.0, 35000.0]"
盛世网络股份有限公司009395,9.13515411982605e+017,1,1,国家级,7,,,565,2740888,628102,0.2292,28440,"(27972.0, 31390.0]"
联创网络股份有限公司009396,9.13698715468e+017,0,0,县级,,7,,-3434545,36383780,32021184,0.8801,14380,"(11047.0, 14492.0]"
永泰网络集团有限公司009397,9.132403412903966e+017,0,0,省级,5,7,2,676767,13916487,11954658,0.859,18680,"(17830.0, 21190.0]"
汇通网络集团有限公司009398,9.132918661906e+017,0,,市级,6,3,3,343434,25179437,10668777,0.4237,28950,"(27972.0, 31390.0]"
盛世纺织股份有限公司009399,9.1314472e+017,1,1,省级,3,7,6,343434,31027480,11444014,0.3688,2960,"(49.999, 3620.0]"
华信装备集团有限公司009400,9.1348e+017,1,0,国家级,4,,2,343434,28700355,27132336,0.9454,8420,"(7318.0, 11047.0]"
星河机械有限责任公司009401,9.1373e+017,1,0,县级,6,1,1,565656,14974424,1397392,0.0933,6420,"(3620.0, 7318.0]"
联创材料有限公司009402,9.136663e+017,0,0,县级,4,4,7,343434,24335972,12112802,0.4977,630,"(49.999, 3620.0]"
星河医药有限公司009403,9.13345983826092e+017,0,,国家级,6,5,3,676767,9341384,2050791,0.2195,28420,"(27972.0, 31390.0]"
瑞丰智能有限责任公司009404,9.1389643e+017,1,0,市级,1,5,4,565656,6717176,5596267,0.8331,34800,"(31390.0, 35000.0]"
瑞丰装备集团有限公司009405,9.1320609e+017,0,0,,3,5,6,5656,24223602,15955830,0.6587,17970,"(17830.0, 21190.0]"
启明医药股份有限公司009406,9.1306e+017,0,0,,5,3,4,343434,39245688,3563215,0.0908,23220,"(21190.0, 24530.0]"
鼎盛科技有限公司009407,9.138126114799664e+017,1,0,国家级,1,7,4,-2323432,39350317,4590961,0.1167,31400,"(31390.0, 35000.0]"
博雅材料股份有限公司009408,9.134305438001e+017,1,,县级,5,7,6,343434,34725119,17754675,0.5113,4010,"(3620.0, 7318.0]"
盛世电子有限公司009409,9.139222965756773e+017,0,0,省级,6,2,3,565656,41426622,2491826,0.0602,19400,"(17830.0, 21190.0]"
远航材料股份有限公司009410,9.1369746982e+017,0,0,县级,1,5,3,-3434545,45333350,8724480,0.1925,28250,"(27972.0, 31390.0]"
华信建设集团有限公司009411,9.13732e+017,1,1,县级,3,6,3,6767,5269538,1195675,0.2269,21890,"(21190.0, 24530.0]"
汇通材料股份有限公司009412,9.1310487074e+017,0,,市级,7,5,6,-3434545,3740952,1016807,0.2718,1680,"(49.999, 3620.0]"
中原纺织有限责任公司009413,9.1336685968e+017,1,1,市级,7,3,2,6767,15512798,1148715,0.074,27060,"(24530.0, 27972.0]"
嘉禾电子股份有限公司009414,9.137671e+017,0,,省级,,4,1,-2323432,20253109,4817471,0.2379,14870,"(14492.0, 17830.0]"
联创电子有限责任公司009415,9.133700489609209e+017,0,1,国家级,1,5,2,343434,3239300,2869176,0.8857,4960,"(3620.0, 7318.0]"
金鼎贸易集团有限公司009416,9.133737628878345e+017,1,1,省级,7,7,,676767,34407175,18364199,0.5337,29090,"(27972.0, 31390.0]"
星河网络股份有限公司009417,9.1355947047330873e+017,0,0,省级,7,,2,343434,5710664,4394525,0.7695,970,"(49.999, 3620.0]"
华信贸易有限公司009418,9.132201274022e+017,1,1,,3,6,3,343434,25912029,10186805,0.3931,18510,"(17830.0, 21190.0]"
启明网络有限责任公司009419,9.13326109e+017,0,,国家级,5,1,1,565,47864566,33432608,0.6985,25500,"(24530.0, 27972.0]"
宏达机械有限责任公司009420,9.1322006951e+017,,0,县级,6,1,,6767,26806462,5671736,0.2116,7480,"(7318.0, 11047.0]"
汇通智能股份有限公司009421,9.1330885029e+017,1,1,省级,6,7,,676767,40237353,12574943,0.3125,25230,"(24530.0, 27972.0]"
华泰智能股份有限公司009422,9.13487973876830e+017,0,1,县级,2,4,7,676767,22392098,9551447,0.4266,7690,"(7318.0, 11047.0]"
联创科技股份有限公司009423,9.139981473885071e+017,0,0,国家级,,3,2,5656,17377989,11024667,0.6344,27060,"(24530.0, 27972.0]"
华泰能源有限责任公司009424,9.1320929e+017,0,1,国家级,4,6,5,565656,48143565,22333024,0.4639,13420,"(11047.0, 14492.0]"
嘉禾食品股份有限公司009425,9.139322176476086e+017,1,0,,7,3,1,343434,20511894,17793934,0.8675,34170,"(31390.0, 35000.0]"
星河纺织有限责任公司009426,9.1366e+017,,1,国家级,1,5,5,6767,16217709,12157322,0.7496,21690,"(21190.0, 24530.0]"
盛世材料有限公司009427,9.130407631e+017,1,1,国家级,6,7,,5656,20196847,6878467,0.3406,3500,"(49.999, 3620.0]"
金鼎贸易股份有限公司009428,9.135868e+017,1,0,国家级,7,3,1,-3434545,26136197,14094926,0.5393,26800,"(24530.0, 27972.0]"
